id,created_at,text
1428666117032005638,2021-08-20 10:32:00,"Nous allons créer un fonds d’une valeur de 75 millions dédié à la préservation et la restauration du patrimoine bâti afin protéger et de restaurer les monuments historiques, les statues et les bâtiments patrimoniaux du Québec.

Nous allons nous tenir debout devant les activistes. https://t.co/NWAnuMgW0d"
1428501532178194432,2021-08-19 23:38:00,"Canada's housing crisis is out of control. Today I unveiled our housing plan as part of Canada's Recovery Plan that will give Canadians a clear path to home ownership.

https://t.co/LtIyBVSMKN"
1428457118198272004,2021-08-19 20:41:31,I'm disgusted by the continued attacks on the Jewish community. Hearing reports of the attacks on the Beth Sholom synagogue in Toronto breaks my heart. I continue to stand with the Jewish community and encourage anyone with information to contact the police.
1428457099495944196,2021-08-19 20:41:26,Je suis dégoûté par les attaques continues contre la communauté juive. Les informations sur les attaques contre la synagogue Beth Sholom à Toronto me brisent le cœur. Je continue à soutenir la communauté juive et j'encourage toute personne ayant des infos à contacter la police.
1428448805746249733,2021-08-19 20:08:29,We will ban foreign investors from buying homes if they don't intend to move here. We need to secure housing for Canadians. https://t.co/ffA2taXuGN
1428448678646321153,2021-08-19 20:07:58,Nous allons interdire l'achat de maisons aux investisseurs étrangers s'ils n'ont pas l'intention de déménager ici. Nous devons agir pour assurer le logement des Canadiens. https://t.co/3Jt0ai0JD3
1428419092264931332,2021-08-19 18:10:24,"RT @richardmartelpc: Le Parti libéral :
✅ + $ en santé
❌ assorti de conditions
 
Le @PCC_HQ :
✅ + $ en santé
✅ + de liberté aux prov de le…"
1428405147378634759,2021-08-19 17:15:00,"It's been a tough year, but now is the time for the recovery Canadians deserve. https://t.co/537WmY5C3o"
1428404895598645254,2021-08-19 17:14:00,"Ça été une année difficile, mais maintenant c'est le temps de s'occuper du rétablissement que les Canadiens méritent. https://t.co/B4Aza1o24E"
1428401150773112845,2021-08-19 16:59:07,"RT @CPC_HQ: Canada's Recovery Plan:
🏠 Build 1 million new Canadian homes 
🚫 Ban foreign buyers from buying homes
🚆 Build more homes near pu…"
1428401102374985728,2021-08-19 16:58:55,"RT @PCC_HQ: Plan de rétablissement du Canada :
🏠 Bâtir 1 million de nouveaux logements 
🚫 Interdire aux acheteurs étrangers d’acheter des m…"
1428385769446641666,2021-08-19 15:58:00,"Inflation continues to skyrocket, driving up the cost of living. We have the plan to get it under control and get our economy back on track. https://t.co/759vO4IdgT"
1428355001122922501,2021-08-19 13:55:44,It's very concerning that Justin Trudeau said he doesn't think about monetary policy. Canada is borrowing $424 million a day. Inflation is out of control. We can't afford more of the same. https://t.co/AWEJeitM91
1428354248924827656,2021-08-19 13:52:45,Il est très inquiétant que Justin Trudeau ait dit qu'il ne pense pas à la politique monétaire. Le Canada emprunte 424 millions de dollars par jour. L'inflation est hors de contrôle. Nous ne pouvons pas nous permettre plus de la même chose. https://t.co/gbmbPWysOT
1428340989345902598,2021-08-19 13:00:03,#ENDIRECT : Il est temps de s'occuper de la crise du logement. Le Plan de rétablissement du Canada permettra de bâtir des maisons et d'interdire aux investisseurs étrangers d'acheter des maisons.
1428340822622224390,2021-08-19 12:59:24,#LIVE: It's time for action on the housing crisis. Canada's Recovery Plan means building more homes and banning foreign investors from buying homes. https://t.co/nexfBk0et1
1428313455216447492,2021-08-19 11:10:39,"On va construire un million de nouvelles maisons en 3 ans, en plus d'interdire aux investisseurs étrangers d'acheter des maisons. Le Plan de rétablissement du Canada va AGIR pour le logement. https://t.co/FIH7obLSii"
1428311027570020357,2021-08-19 11:01:00,We'll build one million new houses in 3 years and ban foreign investors from purchasing houses. Canada's Recovery Plan will secure housing for this generation and the next. https://t.co/lFj1eWIbba
1428303729103720448,2021-08-19 10:32:00,"Si vous en avez assez de Justin Trudeau, si vous en avez assez qu’il laisse la frontière grande ouverte à Roxham, vous n’avez qu’un seul choix : le Parti conservateur du Canada. C’est le temps d’AGIR pour le Québec https://t.co/uM5hB4SieV"
1428172518414761989,2021-08-19 01:50:37,Lisez mon contrat ici : https://t.co/yKDcZoD4sB
1428171897133486081,2021-08-19 01:48:09,"Heureux d’être à Québec ce soir et d’avoir présenté mon Contrat avec les Québécois et les Québécoises. Grâce à notre fédéralisme de partenariat, nous allons remplacer le gouvernement de Justin Trudeau par un gouvernement conservateur qui va agir pour les Québec. https://t.co/d1PH2qaBfE"
1428149210742882305,2021-08-19 00:18:00,"Dans mon Contrat avec les Québécois et les Québécoises, je m’engage à protéger la langue française, établir un rapport d’impôt unique, préserver le patrimoine, assurer des transferts en santé et accorder plus de pouvoir au Québec en immigration. On va AGIR pour le Québec ! https://t.co/ZSreU1ikgv"
1428122371769184258,2021-08-18 22:31:21,We will always put the needs of British Columbians ahead of politics. We are focused on the affected families and communities who are being impacted by the devastating wildfires. https://t.co/ecs4K18sJj
1428122011847561216,2021-08-18 22:29:55,Nous ferons toujours passer les besoins des Britanno-Colombiens avant la politique. Nous nous concentrons sur les familles affectées et les communautés qui subissent l'impact dévastateur des feux de forêt. https://t.co/gFo7F0laJe
1428117293863772171,2021-08-18 22:11:10,Mon engagement envers les Québécoises et les Québécois ⬇️ https://t.co/So4Gq0JY8j
1428107927617884162,2021-08-18 21:33:57,"Regardez en direct le dévoilement de mon Contrat avec les Québécois et les Québécoises, mon engagement envers les priorités et les intérêts du Québec ! On va agir pour le Québec !  https://t.co/pRiENYIyEc"
1428047037589753865,2021-08-18 17:32:00,The cost of living is rising dramatically and hardworking Canadians are paying the price. This GST holiday in December will provide immediate relief against the rising cost of living and deliver a crucial boost for local small businesses. https://t.co/pnBHRtN2J2
1428046786225004553,2021-08-18 17:31:00,Le coût de la vie augmente de façon vertigineuse et les Canadiens  travaillent dur et en paient le prix. Ce mois d'exemption de la TPS en décembre apporterait un soulagement immédiat à la hausse du coût de la vie et donnera un coup de pouce crucial aux petites entreprises locales https://t.co/ZZmfTkZ7EB
1428027532805165058,2021-08-18 16:14:29,"Together, there's nothing Canadians can't do. Let's get to work! https://t.co/G4K40MLlOZ"
1428005510268309514,2021-08-18 14:46:59,"Very worrying numbers on the cost of living, with inflation’s biggest rise in 10 years. Canada’s Recovery Plan will provide immediate relief on the cost of living, including our GST holiday. A strong economy supports higher wages. Vote Conservative to #SecureTheFuture https://t.co/H6SeFP8fea"
1428005310803976201,2021-08-18 14:46:11,"Des chiffres inquiétants sur le coût de la vie, avec la plus forte hausse de l'inflation en 10 ans. Le Plan de rétablissement du Canada diminuera le coût de la vie, grâce au congé de TPS. Une économie forte offre de meilleurs salaires. Votez conservateur pour #Agirpourlavenir https://t.co/FRsoy0Kxmx"
1427992489634447363,2021-08-18 13:55:15,"An important message from my friend and colleague, Alex Ruff, Afghan vet and retired Colonel. https://t.co/XzcV6GKDNm"
1427979485823913985,2021-08-18 13:03:34,"#LIVE: We will pass the toughest Anti-Corruption Act to clean up political corruption in Ottawa, so we can focus on working for Canadians, not lobbyists and insiders 🇨🇦 https://t.co/lZ5Xeq1UXG"
1427979439401410560,2021-08-18 13:03:23,"#ENDIRECT : Nous allons adopter la Loi anti corruption la plus sévère pour faire le ménage dans la corruption à Ottawa pour que nous puissions nous concentrer à travailler pour les Canadiens, pas pour des lobbyistes et d'autres personnes privilégiées 🇨🇦 https://t.co/lZ5Xeq1UXG"
1427975145386348550,2021-08-18 12:46:19,"My uniform (&amp; hair) has changed but my love has not. Lucky to have an amazing partner on this adventure. Happy 21st Anniversary, Rebecca ❤️🇨🇦 https://t.co/NE4yzrmwYv"
1427975103904628737,2021-08-18 12:46:09,"Mon uniforme (et mes cheveux) ont changé, mais pas mon amour. J'ai la chance d'avoir une partenaire extraordinaire dans cette aventure. Joyeux 21ème anniversaire, Rebecca ❤️🇨🇦 https://t.co/vmaTc3G0yq"
1427949143155101700,2021-08-18 11:03:00,#POLICY: We will bring in tougher laws to stop political corruption. Securing the future means cleaning up Ottawa. https://t.co/dOh7IZV3Om
1427948891513622540,2021-08-18 11:02:00,"#POLITIQUE : On va adopter des lois plus sévères pour mettre fin à la corruption politique. Pour AGIR pour l'avenir, il faut d'abord faire le ménage à Ottawa. https://t.co/IExPgVokDg"
1427801264331628548,2021-08-18 01:15:23,"A great night in NS! Congratulations to  @nspc and the next Premier of Nova Scotia, @TimHoustonNS, on an exciting election win! #nspoli"
1427787661864050691,2021-08-18 00:21:20,"What happened to Mr. Housefather and Ms. Bendayan today is completely unacceptable. 

Antisemitism and racism have no place in Canada, and I condemn these heinous acts."
1427787595069677568,2021-08-18 00:21:04,"Ce qui est arrivé à M. Housefather et à Mme Bendayan aujourd’hui est tout à fait inacceptable. 

L’antisémitisme et le racisme n’ont pas leur place au Canada, et je condamne ces actes odieux."
1427760712445726721,2021-08-17 22:34:15,https://t.co/njd2KjADu3
1427746752141176838,2021-08-17 21:38:46,#MISEÀJOUR : Je viens d’avoir une séance d’information d’urgence sur la situation en Colombie-Britannique. Le gouvernement fédéral doit offrir à la Colombie-Britannique toute l’aide dont elle a besoin.
1427746602177859593,2021-08-17 21:38:10,#UPDATE: I’ve just had an emergency briefing on the situation in B.C. The federal government must offer B.C. all the help it needs. https://t.co/d8BnVRwKll
1427739007820177417,2021-08-17 21:08:00,I was asked by a caller if I would recognize the legitimacy of the Taliban in Afghanistan. Let me be clear: never. https://t.co/FtETYJnQjm
1427723404979888140,2021-08-17 20:06:00,"“[Conservatives] pledge to boost funding to the provinces for mental health care and to provide “incentives” to employers to provide mental health coverage.”

https://t.co/SCsT7cZn8V"
1427706292433522698,2021-08-17 18:58:00,"Canada’s Recovery Plan will recover 1 million jobs and secure our economy for Canadians. 

Our plan 👉 https://t.co/Bs7VAA3o4M https://t.co/E6kmxFcaGb"
1427706040620097543,2021-08-17 18:57:00,"Le Plan de rétablissement du Canada permettra de récupérer un million d'emplois et d'agir pour l'économie des Canadiens.

Notre plan 👉 https://t.co/LSDnPKiTbv https://t.co/xmmooaRzqK"
1427676587013591048,2021-08-17 16:59:57,En enlevant la TPS pendant le mois de décembre cela va permettre d'alléger le fardeau des Canadiens qui travaillent fort. Votez conservateur✔️
1427676514133319681,2021-08-17 16:59:40,#LIVE: Removing GST for the month of December will provide cost of living relief for hardworking Canadians. Vote Conservative ✔️ https://t.co/AnsMs4DrYf
1427655546774110216,2021-08-17 15:36:21,RT @PCC_HQ: Seuls les conservateurs vont agir pour le troisième lien. https://t.co/y70rStQkkp
1427647395932741632,2021-08-17 15:03:58,"It feels right to be starting out in Bowmanville.

Ça fait du bien de commencer à Bowmanville https://t.co/dPd1wkiJZn"
1427632489011597318,2021-08-17 14:04:44,"Ready for takeoff! 🛫 #SecureTheFuture 

Prêt pour le décollage ! 🛫 #Agirpourlavenir https://t.co/ggaGDGiKjl"
1427618767463501829,2021-08-17 13:10:12,"I know that life is getting more expensive and paycheques aren't going as far. This GST holiday will give hardworking Canadians a much-needed break, from the rising cost of living, during the holidays and help support local businesses. https://t.co/0Y78v5ki23"
1427618620318814215,2021-08-17 13:09:37,"La vie coûte de plus en plus cher et on gagne moins avec chaque chèque de paie. Ce congé de TPS pendant les Fêtes donnera aux Canadiens un répit dont ils ont grandement besoin, compte tenu de la hausse du coût de la vie, et aidera à soutenir les entreprises locales. https://t.co/F6hWNQFtSE"
1427586755306430466,2021-08-17 11:03:00,#POLICY: We will remove GST for the month of December on purchases from retail stores to provide immediate relief for the cost of living. #SecureTheFuture https://t.co/hYh9dkJAgH
1427586503534956552,2021-08-17 11:02:00,#POLITIQUE : Nous allons supprimer la TPS sur les achats effectués dans les commerces de détail pendant le mois de décembre pour offrir un allègement immédiat au coût de la vie. #Agirpourlavenir https://t.co/vWyIWdKmcy
1427446127851417603,2021-08-17 01:44:12,RT @CPC_HQ: A Conservative government will not recognize the Taliban as the legitimate government of Afghanistan. https://t.co/z7a4V7kLl2
1427446090396209159,2021-08-17 01:44:03,RT @PCC_HQ: Un gouvernement conservateur ne reconnaîtra pas les Talibans comme gouvernement légitime de l'Afghanistan. https://t.co/U7qmBEj…
1427336606403465218,2021-08-16 18:29:00,"We’re going to work hard to get this country back on its feet and back on track. 

Read the plan ➡️ https://t.co/Bs7VAA3o4M https://t.co/zL4uyTJkT1"
1427336354543783936,2021-08-16 18:28:00,"Nous allons travailler fort pour remettre le pays sur pied et sur la bonne voie.

Pour lire le plan ➡️ https://t.co/LSDnPK1hMV https://t.co/OezS2AwnJY"
1427288176457048068,2021-08-16 15:16:33,"We’ve just released the details for Canada’s Recovery Plan. It’s how we’re going to get back on track and secure our economic recovery. 

Read the plan ➡️  https://t.co/Bs7VAA3o4M"
1427287946374356992,2021-08-16 15:15:38,"Nous venons de publier les détails du Plan de rétablissement du Canada. C'est la façon dont nous allons nous remettre sur pied et assurer notre reprise économique.

Lisez notre plan ➡️ https://t.co/CQJy8acGBR"
1427285345436119046,2021-08-16 15:05:18,Read the plan ➡️  https://t.co/Bs7VAA3o4M
1427284968527564805,2021-08-16 15:03:48,Lire le plan ➡️  https://t.co/LYVuetnEZ0
1427284171500802051,2021-08-16 15:00:38,"📺  #LIVE: ​​​​Launching our detailed plan to get Canada’s economy back on track and secure the future 👇

📺 #ENDIRECT​​​: Lancement de notre plan détaillé pour remettre l'économie du Canada sur pied et agir pour l'avenir 👇 https://t.co/VnDf6815dV"
1427225435000213509,2021-08-16 11:07:14,Read the plan ➡️ https://t.co/Bs7VAA3o4M
1427225253080621057,2021-08-16 11:06:31,Lisez notre plan ➡️ https://t.co/CQJy8acGBR
1427224367155585026,2021-08-16 11:03:00,"This election is about who you think can get us out of the recession and rebuild the economy. 

Canada’s Conservatives have a real plan for recovery. Tune in today at 11 AM ET! https://t.co/JiQDWAj4oF"
1427224115509751812,2021-08-16 11:02:00,"Cette élection consiste à déterminer qui, selon vous, peut nous sortir de la récession et rebâtir l'économie. 

Les conservateurs du Canada ont un vrai plan de relance. Soyez à l'écoute aujourd'hui à 11 h HE ! https://t.co/Ffq2YJiAb2"
1426966417040191489,2021-08-15 17:58:00,12 years in the Air Force taught me that you always need a plan. We've got one for Canada 🇨🇦 https://t.co/Q8CiCcQlMF
1426939777157410823,2021-08-15 16:12:08,"Je fais campagne pour mériter votre vote afin que nous puissions assurer votre avenir, celui de votre famille et de vos petits-enfants.
https://t.co/LYVuetnEZ0"
1426939640876093448,2021-08-15 16:11:36,"I'm campaigning to earn your vote so we can secure the future for you, your family and your grandchildren.
https://t.co/UCwl9cM4dM"
1426937815644971009,2021-08-15 16:04:21,"#LIVE: The choice at this election is clear: More of the same or Canada’s Recovery Plan to secure the future.

#EnDirect : Le choix à cette élection est clair : appuyer le plan de reprise économique du Canada pour assurer l'avenir. https://t.co/9XAzZOYkuV"
1426927588589572113,2021-08-15 15:23:42,I am ready to get our economy surging in the right direction for all Canadians. Vote Conservative. https://t.co/YjQKho5N35
1426927519018672131,2021-08-15 15:23:26,Je suis prêt à relancer notre économie dans la bonne direction pour tous les Canadiens. Votez Conservateur. https://t.co/Gmg22krrjx
1426853422486020100,2021-08-15 10:29:00,"Today, we celebrate the unique heritage, history, and culture of the Acadian people. On behalf of my team, I wish all Acadians a happy National Acadian Day! https://t.co/HILuTB2G0B"
1426853170760744968,2021-08-15 10:28:00,"Aujourd’hui, nous célébrons le patrimoine, l’histoire et la culture uniques du peuple acadien. Au nom de mon équipe, je souhaite à tous les Acadiens et Acadiennes une joyeuse Fête nationale des Acadiens et des Acadiennes! https://t.co/1YBBC8TKWV"
1426851157515849732,2021-08-15 10:20:00,Today marks the 75th anniversary of India’s Independence. Canada is proud to be home to vibrant Indo-Canadian communities from coast to coast to coast. Happy India Independence Day! https://t.co/A9e0RxdXsL
1426850905811406852,2021-08-15 10:19:00,Aujourd’hui marque le 75 e anniversaire de l’indépendance de l’Inde. Le Canada est fier d’avoir de dynamiques communautés indo-canadiennes partout au pays. Joyeux Jour de l’indépendance de l’Inde ! https://t.co/ELK5Tyrzdb
1426847212315742208,2021-08-15 10:04:19,"It's the Montreal Pride March. It's time to celebrate with members of the LGBTQ2+ community. Canada has come a long way, but there is still work to do. I will stand with you to fight homophobia, transphobia and biphobia. Happy Montreal Pride Festival!"
1426847067901677572,2021-08-15 10:03:45,"C’est la Marche de la Fierté de Montréal. Célébrons avec la communauté LGBTQ2+. Le Canada a parcouru un long chemin, mais il y a encore du travail à faire. Je vais être à vos côtés pour lutter contre l’homophobie, la transphobie et la biphobie. https://t.co/d1A8lMX60z"
1426675872791252994,2021-08-14 22:43:29,"Le Canada comprend une dynamique communauté pakistanaise qui renforce le pays. Aujourd’hui, je souhaite mes meilleurs vœux à tous ceux qui célèbrent l’anniversaire de l’indépendance du Pakistan. https://t.co/CbRuURq60F"
1426675864461365256,2021-08-14 22:43:27,"Canada is home to a vibrant Pakistani community that strengthens Canada. Today, I extend my best wishes to those celebrating the anniversary of Pakistan’s independence. https://t.co/pZLrXe5HeO"
1426655186777427970,2021-08-14 21:21:17,RT @SMcArthurCPC: I am excited to announce that I will be serving as the Candidate for Glengarry—Prescott—Russel in the next Federal Electi…
1426626301897621511,2021-08-14 19:26:30,"C'est formidable d'être au Québec pour rencontrer mon équipe de candidats, entre autres Dominique Vien, notre candidate dans Bellechasse–Les Etchemins–Lévis. Ensemble, nous allons agir pour l'avenir des Québécois. #Agirpourlavenir https://t.co/ht3ngG8KQQ"
1426590350681026563,2021-08-14 17:03:39,Rebecca and I are thinking and praying for the people of Haiti. For any Canadian seeking information about loved ones contact 1-800-387-3124 or visit https://t.co/DCv8f55q9l
1426590301322350597,2021-08-14 17:03:27,"Rebecca et moi pensons et prions pour le peuple d'Haïti. Pour tout Canadien cherchant des informations concernant des proches, contactez le 1-800-387-3124 ou visitez le site
https://t.co/3XoOPr6V2x"
1426521233600835589,2021-08-14 12:29:00,Canada needs a strong government to stand up for our values and defend human rights. https://t.co/RI1g2lgMla
1426520981959593988,2021-08-14 12:28:00,Le Canada a besoin d'un gouvernement fort pour défendre nos valeurs et les droits de la personne. https://t.co/YdM8v0enSL
1426261373932220421,2021-08-13 19:16:24,We deserve answers. I’m going to fight for them. Because Canadians deserve a Government that’s strong on our national security. https://t.co/Xs1kJEZFi1
1426136455265628160,2021-08-13 11:00:01,"I want Canadian innovators to develop their groundbreaking technology, right here in Canada. https://t.co/jm7xFGmEm3"
1425936631450718209,2021-08-12 21:46:00,We'll get the economy back on track. We're ready. https://t.co/kTvFik9siW
1425936380174245892,2021-08-12 21:45:00,Nous allons remettre l'économie sur les rails. Nous sommes prêts. https://t.co/jP1qroB1J3
1425911965084495879,2021-08-12 20:07:59,Justin Trudeau planifie une élection au milieu d'une pandémie parce qu'il est concentré sur la politique. Il est temps que nous ayons un premier ministre qui planifie une reprise économique centrée sur les Canadiens. Nous sommes prêts. https://t.co/fN9y8ExM3V
1425911795026366467,2021-08-12 20:07:18,Justin Trudeau’s planning an election in the middle of a pandemic because he’s focused on politics. It’s time we had a Prime Minister planning an economic recovery focused on Canadians. We’re ready. https://t.co/AW1l2XQsUq
1425899992254922757,2021-08-12 19:20:24,I want innovation to happen right here in Canada because it benefits everyone. Canada's Conservatives will incentivize Canadian companies to develop their groundbreaking technology and products here at home. https://t.co/83Kt8WVGyF
1425855281171423233,2021-08-12 16:22:44,"RT @AlainRayes: Le 12 août, on achète un livre québécois! Une belle occasion de se gâter, de faire plaisir à quelqu'un ou pour donner le go…"
1425837003552088067,2021-08-12 15:10:07,"We must stand with our allies against the Chinese Communist Party. Our team will always stand up for Canada's values, our citizens, and our security. https://t.co/TdqEx7wzCB"
1425578651161137161,2021-08-11 22:03:31,"It's time for Canada to become a world leader in innovation again. Canada’s Recovery Plan will end the innovation drain, clear the barriers away, and create jobs by investing in innovation. https://t.co/GJlLmvimMN"
1425577262863290372,2021-08-11 21:58:00,"Il est temps que le Canada redevienne un leader mondial en matière d'innovation. Le plan de rétablissement du Canada mettra fin à la fuite de l'innovation, éliminera les obstacles et créera des emplois en investissant dans l'innovation. https://t.co/zkwhtLGgFU"
1425543892066308099,2021-08-11 19:45:23,"En tant que l'un des plus importants détaillants alimentaires au Canada, Sobeys nourrit les Canadiens d'un océan à l'autre et aide nos agriculteurs à acheminer leurs produits jusqu'à nos tables. Merci de prendre le temps de me montrer ce processus en action."
1425539263119036417,2021-08-11 19:27:00,"As one of the largest national food retailers in Canada, the hard-working folks at Sobeys, make sure that Canadians are fed from coast to coast and that our farmers are able to get their produce to our tables. Thank you for taking the time to show me this process in action. https://t.co/tlSEwp1tmY"
1425534888485212161,2021-08-11 19:09:37,RT @CPC_HQ: 🇨🇦 https://t.co/3FEc5sNedZ
1425525733615616001,2021-08-11 18:33:14,RT @CPC_HQ: We will get Canadians back to work from coast to coast to coast by setting aside a portion of federal infrastructure funds for…
1425497784044638216,2021-08-11 16:42:10,RT @CADInnovators: Today Conservative Party Leader @erinotoole proposed several policies which would have a significant impact on Canada's…
1425474182452744194,2021-08-11 15:08:23,Seul un gouvernement conservateur va alimenter l’innovation canadienne et assurer que la prochaine percée mondiale vienne de chez nous. https://t.co/gNkxpM3lvo
1425464521892716547,2021-08-11 14:30:00,https://t.co/F6cS6S4mGR
1425451790452015110,2021-08-11 13:39:25,Only a Conservative government will unleash Canadian innovation and ensure the world’s next breakthrough comes from our backyard. https://t.co/nPfMkEJaDX
1425414189082812419,2021-08-11 11:10:00,"It's time to secure the future for all Canadians. 

https://t.co/oem7Hq1cr8"
1425413937298911233,2021-08-11 11:09:00,"C’est le temps d’agir pour l’avenir de tous les Canadiens. 

https://t.co/wBkm67kuxf"
1425237954314780673,2021-08-10 23:29:42,Merci @BrianPallister pour votre dévouement à la vie publique et à la population du Manitoba. Vous avez gouverné en période difficile et offert une main ferme. Je vous souhaite à vous et votre famille tout ce qu’il y a de mieux pour l’avenir.
1425237757681704962,2021-08-10 23:28:55,Thank you @BrianPallister for your dedication to public life and the people of Manitoba. You have governed through difficult times and served as a steady hand. Wishing you and your family all the best going forward.
1425234253671960576,2021-08-10 23:15:00,https://t.co/zhfYoJqQ6v
1425234001858482179,2021-08-10 23:14:00,https://t.co/n9niA4aABl
1425215627522945029,2021-08-10 22:00:59,Nous dépendons chaque jour de nos travailleurs de métiers spécialisés. Il est temps que le gouvernement investisse pour s'assurer qu'ils ont les compétences nécessaires pour obtenir de bons emplois. https://t.co/eFtIXkpoRj
1425194296295235591,2021-08-10 20:36:13,We depend on our skilled trades workers every day. It’s time the government invested in them to ensure they have the skills they need to secure good jobs. https://t.co/MmvBEBvhP8
1425174358717190144,2021-08-10 19:17:00,"Justin Trudeau’s plan is killing job creation and stopping Canada’s recovery before it even begins. That’s why our country needs Canada’s Recovery Plan, our plan that will secure jobs, grow the economy, and result in higher wages for Canadians. https://t.co/s9jHEE9iJQ"
1425174107012829184,2021-08-10 19:16:00,"Le plan de Trudeau étouffe la création d’emplois et nuit à notre reprise économique avant même qu’elle n’ait commencé. Notre pays a besoin du Plan de rétablissement du Canada pour créer des emplois, relancer l’économie et offrir de bons salaires aux Canadiens. https://t.co/kv6yAlCdbY"
1425170129223143427,2021-08-10 19:00:11,"The Liberals have ignored rural Canada. 

Canada's Conservatives have a plan to #SecureTheFuture for rural Canadians. 

https://t.co/L96G9kP72s"
1425121007900184584,2021-08-10 15:45:00,https://t.co/nd7vEXJa7u
1425104202305609737,2021-08-10 14:38:13,"If you care about securing job training opportunities, Canada's Conservatives are the only choice. https://t.co/FSGpcNGZY9"
1425104166964408330,2021-08-10 14:38:05,"Si vous voulez un gouvernement qui agit pour les possibilités de formation professionnelle, les conservateurs du Canada sont le seul choix. https://t.co/z54dn0voqT"
1425078980206415877,2021-08-10 12:58:00,"I recently spoke with Bishop Mina and Father Angelos Saad and expressed my solidarity with their congregations in bringing those responsible for this attack to justice.

Thank you @TimUppal and @jasrajshallan for lending your voice to this.

https://t.co/7hcKaVxeFR"
